MD,INC,AZ,TVD
m,deg,deg,m
2122.55,0.704759423,113.5195281,2122.503222
2136.9,0.66,111.9237664,2136.852204
2151.3,0.525827261,122.3699698,2151.251434
2165.7,0.42,138.9237664,2165.650948
2180.05,0.414829285,129.9237664,2180.000569
2194.4,0.42,120.9237664,2194.350189
2208.8,0.499536322,118.0235288,2208.749725
2223.2,0.58,115.9237664,2223.149085
2237.6,0.695638245,127.1231893,2237.548196
2252,0.83,134.9237664,2251.94692
2266.35,0.870220106,141.2334438,2266.295343
2280.7,0.92,146.9237664,2280.643595
2295.1,0.867535281,154.0358699,2295.041847
2309.5,0.83,161.9237664,2309.440271
2323.85,0.784127347,155.2799437,2323.788851
2338.2,0.75,147.9237664,2338.137568
2367,0.75,147.9237664,2366.935101
2381.4,0.748972268,150.9237664,2381.333869
2395.8,0.75,153.9237664,2395.732638
2410.15,0.749885784,154.9237664,2410.081409
2424.5,0.75,155.9237664,2424.430179
2438.9,0.623881006,158.7229561,2438.829142
2453.3,0.5,162.9237664,2453.228447
2467.65,0.489074337,150.9237664,2467.577917
2482,0.5,138.9237664,2481.927386
2496.4,0.458262896,134.3596384,2496.326883
2510.8,0.42,128.9237664,2510.72646
2525.2,0.459721912,131.0977459,2525.126036
2539.6,0.5,132.9237664,2539.52553
2553.95,0.499980963,133.4237664,2553.874984
2568.3,0.5,133.9237664,2568.224438
2582.7,0.495134278,125.9237664,2582.623896
2597.1,0.5,117.9237664,2597.023355
2611.45,0.499314802,114.9237664,2611.37281
2625.8,0.5,111.9237664,2625.722264
2640.2,0.619868188,102.9155458,2640.121577
2654.6,0.75,96.92376643,2654.520547
2669,0.727724227,82.92376643,2668.919361
2683.4,0.75,68.92376643,2683.318176
2697.75,0.75144084,87.86623081,2697.666966
2712.1,0.83,104.9237664,2712.015618
2716.55,0.829873605,105.9237664,2716.465152
2721,0.83,106.9237664,2720.914685
2728.4,0.786372798,112.1444468,2728.313949
2735.8,0.75,117.9237664,2735.713285
2750.2,0.748601258,121.4237664,2750.112055
2764.6,0.75,124.9237664,2764.510824
2779,0.706985618,105.4237664,2778.909682
2793.4,0.75,85.92376643,2793.30854
2807.75,0.744410245,92.92376643,2807.657323
2822.1,0.75,99.92376643,2822.006106
2836.5,0.61495711,108.3009901,2836.405084
2850.9,0.5,120.9237664,2850.804406
2865.25,0.611895379,106.4896059,2865.153735
2879.6,0.75,96.92376643,2879.502723
2894,0.587057169,113.1474847,2893.90175
2908.4,0.5,137.9237664,2908.301121
2922.75,0.488148584,150.4237664,2922.650591
2937.1,0.5,162.9237664,2937.000062
2951.5,0.374378346,160.5917098,2951.39964
2965.9,0.25,155.9237664,2965.799424
2980.3,0.37488578,153.9236712,2980.199207
2994.7,0.5,152.9237664,2994.598784
3009.05,0.362116319,163.4639884,3008.948377
3023.4,0.25,184.9237664,3023.298175
3045,0.25,184.9237664,3044.897969
3061.5,0.249229343,189.4237664,3061.397812
3078,0.25,193.9237664,3077.897656
3092.35,0.125,193.9237664,3092.247576
3106.7,0,358.4437664,3106.597565
3121,0.125,194.9237664,3120.897554
3135.3,0.25,194.9237664,3135.197474
3150.5,0.25,194.9237664,3150.39733
3155,0.25,194.9237664,3154.897287
